OTU	kingdom	phylum	class	order	family	genus	species	n	score	SH_species	SH_gb_acc	SH_sh_acc	SH_type	identity	coverage	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource	unite_db_version	date_assigned
ITSall_OTUa_713	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	NA	NA	3	1	Gymnopus_sp	LC013344	SH1213112.08FU	reps_singleton	0.937694704049844	1	Saprotroph	Wood Saprotroph	Probable	Agaricoid	White Rot	Saprobic, causing white rots of dead wood (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_7181	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	1	1	Cladophialophora_sp	AB986424	SH1160342.08FU	reps_singleton	0.88135593220339	0.96045197740113	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_766	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	NA	8	1	Xylaria_sp	GQ921766	SH1170335.08FU	reps_singleton	0.914473684210526	0.967105263157895	Pathotroph-Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Xylarioid	NULL	Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_7718	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	3	1	Exophiala_sp	LC317596	SH1182996.08FU	reps_singleton	0.893048128342246	0.957219251336898	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_7827	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	NA	NA	3	0.6	Cryptococcus_sp	AB915388	SH1576910.08FU	reps	0.933333333333333	0.988888888888889	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_783	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	NA	NA	11	0.846153846153846	Mycena_polygramma	UDB0431950	SH1542348.08FU	reps	0.925925925925926	0.972222222222222	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	Probable	Agaricoid	NULL	Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_7837	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	NA	NA	3	0.6	Pseudoneoconiothyrium_euonymi	MH107915	SH2538933.08FU	refs	0.941935483870968	0.993548387096774	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic on wood and bark (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_7870	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	NA	NA	8	1	Oidiodendron_sp	KX058334	SH1563342.08FU	reps	0.907801418439716	0.950354609929078	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Probable	Microfungus	NULL	Many species are cellulolytic, occurring on paper, straw etc. Others are mycorrhizal associated with roots of Ericaceae and Epacridaceae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_7880	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	3	1	Melanchlenus_eumetabolus	AY163554	SH1529652.08FU	refs	0.972222222222222	1	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_799	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	NA	NA	2	1	Clavaria_sp	UDB066582	SH2720906.08FU	reps	0.915422885572139	0.975124378109453	Saprotroph-Symbiotroph	Lichenized-Undefined Saprotroph	Probable	Clavarioid	NULL	Most species are presumed saprobic on the ground or rotten wood, but many Multiclavula species are lichenized with green algae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_812	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	NA	NA	1	1	Sordariomycetes_sp	UDB0174294	SH2730120.08FU	reps	0.99375	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_8185	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	4	1	Cladophialophora_sp	MN328294	SH2595194.08FU	reps_singleton	0.931818181818182	0.971590909090909	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_8623	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA	15	1	Ceratobasidiaceae_sp	KT269370	SH1184510.08FU	reps_singleton	0.969957081545064	0.982832618025751	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_8686	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA	18	0.818181818181818	Parastagonospora_phoenicicola	KY173428	SH1646322.08FU	refs	0.959731543624161	1	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_8868	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA	1	1	Capnodiales_sp	EU520595	SH1231815.08FU	reps_singleton	0.909090909090909	0.923076923076923	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_9170	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	NA	NA	7	1	Geastrum_sp	KY744188	SH1184680.08FU	reps_singleton	0.923913043478261	0.967391304347826	Saprotroph	Undefined Saprotroph	Probable	Gasteroid	NULL	Common name - earthstar; Terrestrial, rarely on wood or coprophilous. Most species are presumed saprobes, but at least some may be ectomycorrhizal (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_9226	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	NA	NA	1	1	Ophiostomataceae_sp	HM008928	SH1569701.08FU	reps	0.920731707317073	0.939024390243902	Pathotroph	Plant Pathogen	Probable	Microfungus	Blue-Staining	At least most species are transmitted via insect vectors, with mycelial colonies developing in bark-boring beetle galleries and spreading through the vascular system; they are highly specific to their beetle vectors. In some cases spores and mycelium are transmitted in specialized organs, termed mycangia (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_9249	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	NA	NA	2	0.666666666666667	Camptophora_hylomeconis	KC455241	SH1641079.08FU	refs	0.920245398773006	0.975460122699387	Pathotroph-Symbiotroph	Epiphyte-Plant Pathogen	Possible	Microfungus	NULL	Epiphytic or biotrophic on living leaves, very little is known (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_937	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA	1	1	Podospora_excentrica	MH863030	SH1659432.08FU	reps	0.935897435897436	1	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_952	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	NA	NA	1	1	Cryptococcus_sp	JF693334	SH1515943.08FU	reps	0.901639344262295	0.989071038251366	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_964	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	NA	NA	11	0.611111111111111	Vibrisseaceae_sp	AF072291	SH1236034.08FU	reps_singleton	0.985915492957746	1	Saprotroph-Symbiotroph	Endophyte-Undefined Saprotroph-Wood Saprotroph	Possible	Microfungus	NULL	Saprobic, usually on wood and bark immersed in fresh water. Some species may be root endophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_9750	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	1	1	Herpotrichiellaceae_sp	UDB0622994	SH1524203.08FU	reps	0.994708994708995	1	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_990	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA	4	1	Pleosporales_sp	KF800482	SH1160208.08FU	reps_singleton	1	1	Saprotroph	Dung Saprotroph-Plant Saprotroph	Probable	Microfungus	NULL	Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_9947	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	NA	NA	8	1	Clitopilus_sp	UDB090178	SH1574450.08FU	reps	0.943877551020408	0.98469387755102	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	Saprobic or ectomycorrhizal, in both broadleaved and coniferous forests; a few species associated with other substrata such as dung and mosses (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); List compiled by John Plischke III ((http://home.comcast.net/~grifola/fungionfungi.pdf))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_998	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	NA	NA	1	1	Sordariomycetes_sp	EF619915	SH1585537.08FU	reps	0.970930232558139	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUa_9994	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	9	0.9	Serendipitaceae_sp	MN849894	SH3590842.08FU	reps	0.930232558139535	0.982558139534884	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_1070	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	NA	NA	8	1	Oidiodendron_sp	MG209610	SH1565474.08FU	reps	0.943262411347518	1	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Probable	Microfungus	NULL	Many species are cellulolytic, occurring on paper, straw etc. Others are mycorrhizal associated with roots of Ericaceae and Epacridaceae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_1201	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	NA	NA	3	1	Teichospora_sp	KU581691	SH1177623.08FU	reps_singleton	0.91025641025641	0.974358974358974	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic in plant material (Jaklitsch et al. 2016)	Jaklitsch WM,et al. 2016. Mycological Progress 15:e31 ((https://doi.org/10.1007/s11557-016-1171-2))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_1450	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	NA	NA	6	0.857142857142857	Teichospora_quercus	MH107920	SH1719572.08FU	refs_singleton	0.961038961038961	0.987012987012987	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic in plant material (Jaklitsch et al. 2016)	Jaklitsch WM,et al. 2016. Mycological Progress 15:e31 ((https://doi.org/10.1007/s11557-016-1171-2))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_16	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	NA	NA	1	1	Basidiomycota_sp	JX998758	SH1170958.08FU	reps_singleton	0.990243902439024	1	Symbiotroph	Ectomycorrhizal	Probable	Agaricoid	NULL	Ectomycorrhizal with woody plants, especially Pinaceae, Fagaceae and Salicaceae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_204	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	NA	NA	1	1	Helicosporium_flavum	KY873626	SH1173390.08FU	refs_singleton	0.901315789473684	0.993421052631579	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Biotrophic or saprobic, especially on scale insects or other fungi. The anamorphic forms are fequently aero-aquatic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_2254	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	NA	NA	11	0.916666666666667	Talaromyces_australis	KF741991	SH2152893.08FU	refs	0.91025641025641	0.942307692307692	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_2639	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	NA	NA	5	1	Chaetosphaeriaceae_sp	AY230794	SH1517983.08FU	reps	0.986394557823129	0.986394557823129	Saprotroph	Plant Saprotroph-Wood Saprotroph	Probable	Microfungus	NULL	Saprobes associated with decaying woody and herbaceous plant material, including timber and timber products in damp buildings (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_2699	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	NA	NA	1	1	Pseudoplectania_affinis	JX669826	SH1565709.08FU	refs	0.940828402366864	0.976331360946746	Saprotroph	Wood Saprotroph	Probable	Pezizoid	NULL	Saprobic on rotten, sometimes buried, wood (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_2787	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA	1	1	Pyrenochaeta_sp	UDB0195508	SH1505518.08FU	reps	0.902597402597403	0.987012987012987	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_3028	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA	1	1	Pezizaceae_sp	FJ788743	SH1549219.08FU	reps	0.859550561797753	0.876404494382023	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Possible	Pezizoid	NULL	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_3129	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	1	1	Cladophialophora_sp	AB986336	SH1563583.08FU	reps	0.947976878612717	1	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_3181	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	NA	NA	6	1	Cyphellophora_sp	MT557234	SH3567675.08FU	reps_singleton	0.945355191256831	0.972677595628415	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_32	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	NA	NA	6	0.857142857142857	Agaricales_sp	GU910577	SH1506295.08FU	reps	0.957746478873239	0.985915492957746	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Agaricoid	NULL	Species in Moniliophthora are devastating pathogens of tree crops, causing witches broom disease; Saprobic on litter and dead wood, or parasitic on woody plants - often one of the most prominent fungal components of tropical forests, playing a major role in nutrient cycling (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_3974	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	NA	NA	23	0.793103448275862	Pleosporales_sp	UDB0756700	SH1650134.08FU	reps	0.974358974358974	0.974358974358974	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_4010	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA	1	1	Teratosphaeriaceae_sp	KJ406758	SH1641391.08FU	reps	0.931034482758621	0.979310344827586	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_4250	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA	1	1	Ascomycota_sp	KX778651	SH1646327.08FU	reps	0.979591836734694	1	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_462	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA	17	1	Glomeraceae_sp	JQ951563	SH1505540.08FU	reps	0.946859903381642	0.966183574879227	Symbiotroph	Arbuscular Mycorrhizal	Highly Probable	Microfungus	NULL	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_4846	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	NA	NA	1	1	Genolevuria_sp	KM104120	SH1241286.08FU	reps_singleton	0.92485549132948	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_4981	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA	1	1	Recurvomyces_sp	LT798821	SH1150226.08FU	reps_singleton	0.928571428571429	0.967532467532468	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_5481	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	NA	NA	3	0.75	Fungi_sp	MF971384	SH1179826.08FU	reps_singleton	0.965317919075145	0.994219653179191	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_6318	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA	1	1	Pleosporales_sp	KC222749	SH1186130.08FU	reps_singleton	0.909677419354839	0.954838709677419	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_6367	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA	1	1	Pyrenochaeta_sp	UDB0195508	SH1505518.08FU	reps	0.903225806451613	0.980645161290323	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
ITSall_OTUb_6568	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	NA	NA	2	0.666666666666667	Dothideaceae_sp	KR093869	SH1542979.08FU	reps	0.987577639751553	1	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on plant tissue (Cannon & Kirk 2017)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:29:16 2021
